City,StateProvinceName,CountryRegionName,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend
Salem,Oregon,United States,3/27/1985 12:00:00 AM,Partial College,Manual,F,M,0,0,1,1,27006,0,47.03
Saint Ouen,Charente-Maritime,France,3/5/1969 12:00:00 AM,High School,Skilled Manual,M,S,1,0,0,0,56071,0,53.02
Lakewood,California,United States,7/14/1970 12:00:00 AM,Partial College,Skilled Manual,M,S,1,0,0,0,51705,1,48.04
Novato,California,United States,5/24/1986 12:00:00 AM,Graduate Degree,Clerical,M,M,1,0,1,2,87993,1,61.69
San Gabriel,California,United States,1/25/1975 12:00:00 AM,Partial College,Clerical,F,M,1,2,0,2,81913,1,50.37
Melton,Victoria,Australia,10/15/1983 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,0,0,0,55838,1,51.84
Dresden,Hessen,Germany,2/21/1979 12:00:00 AM,Partial College,Manual,F,S,0,1,0,0,32924,0,48.47
Kirkland,Washington,United States,10/3/1979 12:00:00 AM,Bachelors,Professional,F,M,1,2,2,2,136633,1,52.44
Bremerton,Washington,United States,7/15/1954 12:00:00 AM,Graduate Degree,Manual,M,M,1,1,0,3,28954,0,45.77
Oakland,California,United States,8/14/1980 12:00:00 AM,Partial College,Clerical,M,M,1,1,0,1,78271,0,54.57
Yakima,Washington,United States,8/23/1994 12:00:00 AM,Partial College,Skilled Manual,M,S,0,0,0,0,54082,1,52.55
Melton,Victoria,Australia,4/21/1981 12:00:00 AM,Partial College,Management,F,S,1,2,0,0,102019,1,51.15
Gold Coast,Queensland,Australia,7/17/1978 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,1,0,2,58336,1,55.31
Rockhampton,Queensland,Australia,4/8/1987 12:00:00 AM,Bachelors,Management,M,M,1,2,0,0,106235,1,50.93
Issaquah,Washington,United States,5/8/1986 12:00:00 AM,Graduate Degree,Professional,M,M,1,1,0,2,132506,0,55.78
Mill Valley,California,United States,4/11/1977 12:00:00 AM,Partial College,Skilled Manual,F,M,1,0,2,2,61547,1,52.04
Santa Cruz,California,United States,8/2/1958 12:00:00 AM,Graduate Degree,Professional,M,S,1,2,1,1,134871,1,54.78
Esher-Molesey,England,United Kingdom,4/22/1989 12:00:00 AM,High School,Skilled Manual,F,S,0,1,0,0,51970,0,48.52
Marysville,Washington,United States,1/4/1991 12:00:00 AM,Graduate Degree,Professional,F,S,1,3,0,0,129017,1,52.94
Milton Keynes,England,United Kingdom,5/13/1969 12:00:00 AM,High School,Skilled Manual,F,S,1,1,0,0,51980,0,49.82
Matraville,New South Wales,Australia,4/23/1988 12:00:00 AM,Bachelors,Management,F,S,0,1,0,0,107530,0,53.85
Santa Cruz,California,United States,10/28/1990 12:00:00 AM,Graduate Degree,Clerical,M,M,1,1,0,1,80444,1,49.84
Coronado,California,United States,9/1/1982 12:00:00 AM,Partial College,Management,F,S,1,2,0,0,105715,1,52.54
Colma,California,United States,5/27/1955 12:00:00 AM,Graduate Degree,Clerical,M,S,1,0,0,1,77151,1,53.76
Imperial Beach,California,United States,2/15/1978 12:00:00 AM,Bachelors,Clerical,F,M,1,1,0,2,81669,0,50.68
Milwaukie,Oregon,United States,10/9/1986 12:00:00 AM,Graduate Degree,Clerical,F,S,0,2,0,0,81432,0,53.33
Coffs Harbour,New South Wales,Australia,8/13/1996 12:00:00 AM,Bachelors,Manual,M,S,0,0,0,0,34298,1,49.64
Dunkerque,Nord,France,12/12/1978 12:00:00 AM,Bachelors,Management,F,M,1,1,0,2,107934,0,50.55
Port Hammond,British Columbia,Canada,9/2/1993 12:00:00 AM,Graduate Degree,Management,F,S,0,2,0,0,109457,1,55.18
Newport Beach,California,United States,1/9/1990 12:00:00 AM,Bachelors,Skilled Manual,M,M,0,1,1,1,54266,1,48.71
Saint Germain en Laye,Yveline,France,4/16/1988 12:00:00 AM,High School,Manual,F,S,0,0,0,0,26150,0,45.07
San Gabriel,California,United States,11/9/1986 12:00:00 AM,Graduate Degree,Management,M,M,1,3,1,2,112302,1,65.29
Newport Beach,California,United States,9/27/1979 12:00:00 AM,Graduate Degree,Clerical,F,M,1,3,1,1,81542,1,52.28
Metchosin,British Columbia,Canada,11/7/1971 12:00:00 AM,High School,Skilled Manual,M,M,1,2,1,2,51854,1,48.96
Spokane,Washington,United States,9/15/1985 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,0,0,0,54153,1,49.83
Milsons Point,New South Wales,Australia,1/23/1984 12:00:00 AM,Bachelors,Management,M,S,1,1,0,0,105736,0,60.95
Warrington,England,United Kingdom,2/3/1999 12:00:00 AM,Partial College,Skilled Manual,F,S,0,2,0,0,54626,1,49.02
Coffs Harbour,New South Wales,Australia,8/16/1998 12:00:00 AM,Bachelors,Clerical,M,M,0,2,0,0,83144,1,49.95
N. Vancouver,British Columbia,Canada,1/11/1961 12:00:00 AM,Graduate Degree,Professional,M,M,1,2,2,2,135029,1,52.19
Burlingame,California,United States,11/6/1966 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,0,0,2,52476,1,48.37
Offenbach,Saarland,Germany,11/16/1973 12:00:00 AM,Bachelors,Clerical,F,S,1,0,0,0,84807,0,51.68
Colma,California,United States,12/13/1995 12:00:00 AM,High School,Manual,F,S,0,0,0,0,36634,1,47.45
National City,California,United States,7/21/1989 12:00:00 AM,Bachelors,Clerical,F,S,0,3,0,0,84866,0,52.34
Newton,British Columbia,Canada,10/2/1990 12:00:00 AM,Bachelors,Clerical,M,M,1,1,1,2,79867,1,51.3
Sedro Woolley,Washington,United States,9/28/1961 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,1,0,0,2,51783,0,48.34
W. York,England,United Kingdom,11/18/1963 12:00:00 AM,Graduate Degree,Skilled Manual,F,M,1,1,1,2,55768,1,49.91
Royal Oak,British Columbia,Canada,11/5/1978 12:00:00 AM,Partial College,Clerical,F,M,1,2,1,2,80690,1,53.74
Glendale,California,United States,3/6/1994 12:00:00 AM,High School,Manual,F,M,0,0,0,0,30247,1,46.58
San Diego,California,United States,9/13/1977 12:00:00 AM,Partial College,Clerical,M,M,1,2,0,2,83705,1,54.01
Coffs Harbour,New South Wales,Australia,12/7/1990 12:00:00 AM,Bachelors,Management,F,S,0,2,0,0,106597,0,50.76
Colma,California,United States,12/27/1991 12:00:00 AM,Graduate Degree,Skilled Manual,F,M,0,0,1,2,60958,1,48.95
Renton,Washington,United States,7/15/1985 12:00:00 AM,Bachelors,Management,M,S,1,2,0,0,111130,1,63.85
Concord,California,United States,4/8/1985 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,0,0,1,53604,1,48.03
Bellingham,Washington,United States,10/17/1994 12:00:00 AM,High School,Skilled Manual,F,M,0,1,0,0,57269,0,48.55
Issaquah,Washington,United States,4/8/1984 12:00:00 AM,Bachelors,Skilled Manual,M,S,0,2,0,0,61287,1,51.94
Vancouver,British Columbia,Canada,8/25/1996 12:00:00 AM,High School,Clerical,F,S,0,1,0,0,77098,0,49.88
Spokane,Washington,United States,3/3/1994 12:00:00 AM,High School,Skilled Manual,M,M,0,2,0,0,52607,1,47.88
Burien,Washington,United States,5/14/1973 12:00:00 AM,Bachelors,Professional,M,M,1,2,0,2,130743,1,56.86
Grossmont,California,United States,9/3/1980 12:00:00 AM,High School,Skilled Manual,M,M,1,0,1,2,59358,1,50.77
Walla Walla,Washington,United States,2/25/1974 12:00:00 AM,High School,Skilled Manual,M,M,1,0,1,1,54025,1,58.93
Victoria,British Columbia,Canada,7/12/1969 12:00:00 AM,Partial College,Clerical,F,M,1,2,1,2,79556,1,52.52
Rhodes,New South Wales,Australia,3/20/1960 12:00:00 AM,Bachelors,Professional,F,M,1,1,0,2,128521,0,52.14
Salzgitter,Hessen,Germany,8/10/1972 12:00:00 AM,Partial College,Skilled Manual,M,M,1,1,1,2,51642,1,60.33
Billericay,England,United Kingdom,5/12/1972 12:00:00 AM,Partial College,Skilled Manual,F,S,1,2,0,0,52484,1,48.06
Berlin,Hessen,Germany,3/5/1983 12:00:00 AM,High School,Manual,M,S,0,0,0,0,30051,1,54.72
Langford,British Columbia,Canada,7/6/1977 12:00:00 AM,Partial High School,Manual,F,M,1,1,1,1,25495,0,46.72
Gold Coast,Queensland,Australia,10/9/1962 12:00:00 AM,Bachelors,Professional,M,M,1,2,1,2,136250,1,52.89
Vancouver,British Columbia,Canada,5/24/1980 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,0,0,0,51351,1,50.49
Woodland Hills,California,United States,8/4/1983 12:00:00 AM,Bachelors,Professional,M,S,1,2,0,0,134516,1,54.09
North Sydney,New South Wales,Australia,7/15/1993 12:00:00 AM,Partial College,Skilled Manual,M,M,0,2,0,0,58340,1,47.92
Edmonds,Washington,United States,2/4/1970 12:00:00 AM,Partial College,Clerical,M,M,1,3,1,2,78194,1,51.27
Lake Oswego,Oregon,United States,7/8/1990 12:00:00 AM,Graduate Degree,Manual,M,M,0,0,1,2,27849,0,44.95
Stoke-on-Trent,England,United Kingdom,9/17/1992 12:00:00 AM,Partial High School,Manual,M,S,0,0,0,0,31315,0,45.82
Paris,Seine (Paris),France,9/2/1988 12:00:00 AM,Graduate Degree,Professional,F,M,1,2,2,2,133103,1,55.68
Paris,Seine (Paris),France,4/9/1989 12:00:00 AM,High School,Clerical,M,S,0,1,0,0,85953,1,53.66
Hof,Bayern,Germany,11/4/1985 12:00:00 AM,High School,Clerical,F,S,0,0,0,0,78356,1,53.89
Everett,Washington,United States,4/2/1986 12:00:00 AM,Graduate Degree,Professional,M,M,1,2,0,0,132022,1,59.88
Oxford,England,United Kingdom,3/10/1985 12:00:00 AM,Bachelors,Management,F,M,1,2,0,0,103281,1,52.11
Billericay,England,United Kingdom,5/23/1992 12:00:00 AM,Partial High School,Manual,M,S,0,0,0,0,36326,0,47.59
San Diego,California,United States,9/1/1985 12:00:00 AM,Bachelors,Clerical,F,S,0,2,0,0,80632,1,51.45
Hervey Bay,Queensland,Australia,10/23/1983 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,1,0,1,54443,0,48.16
Chatou,Yveline,France,11/7/1985 12:00:00 AM,Partial College,Skilled Manual,M,M,1,1,1,2,53720,1,51.27
Chula Vista,California,United States,6/25/1973 12:00:00 AM,Bachelors,Professional,M,M,1,2,2,2,138094,1,57.58
Spokane,Washington,United States,7/22/1984 12:00:00 AM,Bachelors,Clerical,F,S,0,2,0,0,81168,0,53.38
Salem,Oregon,United States,10/22/1963 12:00:00 AM,Bachelors,Management,M,M,1,0,0,2,110907,1,51.67
Cliffside,British Columbia,Canada,8/15/1967 12:00:00 AM,Partial College,Skilled Manual,M,M,1,2,0,2,55051,0,48.71
Pantin,Seine Saint Denis,France,8/23/1970 12:00:00 AM,High School,Skilled Manual,M,M,1,1,1,2,60460,1,50.25
Burien,Washington,United States,6/18/1975 12:00:00 AM,Partial College,Management,M,M,1,1,0,2,113065,0,56.2
Erlangen,Bayern,Germany,12/12/1990 12:00:00 AM,Partial College,Clerical,F,S,0,2,0,0,78659,1,51.01
Bottrop,Nordrhein-Westfalen,Germany,9/17/1985 12:00:00 AM,High School,Skilled Manual,F,M,1,0,1,2,60825,1,49.8
Dunkerque,Nord,France,10/13/1978 12:00:00 AM,Partial College,Skilled Manual,M,S,0,0,0,0,51307,1,54.85
Everett,Washington,United States,5/4/1961 12:00:00 AM,Graduate Degree,Professional,F,S,1,2,1,1,135850,1,53.04
Bottrop,Nordrhein-Westfalen,Germany,11/20/1983 12:00:00 AM,High School,Skilled Manual,F,S,0,1,0,0,56139,0,50.17
Stoke-on-Trent,England,United Kingdom,8/5/1970 12:00:00 AM,Partial College,Management,M,M,1,1,0,2,106292,1,54.08
Milwaukie,Oregon,United States,10/9/1990 12:00:00 AM,Graduate Degree,Clerical,M,M,1,0,1,2,86492,1,53.3
Gold Coast,Queensland,Australia,7/9/1988 12:00:00 AM,Bachelors,Clerical,F,S,0,2,0,0,78270,1,49.89
Bellingham,Washington,United States,11/9/1975 12:00:00 AM,Partial College,Clerical,F,M,1,2,1,2,76306,1,51.6
Metz,Moselle,France,10/11/1994 12:00:00 AM,Partial High School,Manual,M,S,0,0,0,0,26611,0,49.1
San Diego,California,United States,3/21/1999 12:00:00 AM,High School,Skilled Manual,F,S,0,1,0,0,53598,0,50
Lane Cove,New South Wales,Australia,10/24/1970 12:00:00 AM,Partial High School,Skilled Manual,F,M,1,1,1,2,55540,1,48.25
Renton,Washington,United States,3/12/1991 12:00:00 AM,Graduate Degree,Professional,M,M,1,2,0,0,138508,0,52.1
Sedro Woolley,Washington,United States,6/23/1959 12:00:00 AM,Graduate Degree,Management,F,M,1,0,0,3,103553,1,50.42
Hamburg,Hamburg,Germany,10/4/1980 12:00:00 AM,Bachelors,Management,M,S,1,2,0,0,106124,1,61.62
Frankfurt,Hessen,Germany,10/1/1997 12:00:00 AM,Partial College,Clerical,M,M,0,3,0,0,87137,0,50.42
Hamburg,Hessen,Germany,10/10/1986 12:00:00 AM,Partial High School,Skilled Manual,M,M,1,0,0,1,53321,0,56.64
High Wycombe,England,United Kingdom,6/14/1989 12:00:00 AM,Bachelors,Management,F,S,0,2,0,0,106613,1,51.41
Gold Coast,Queensland,Australia,12/1/1977 12:00:00 AM,High School,Skilled Manual,F,S,1,0,0,0,53096,1,47.62
Port Orchard,Washington,United States,9/14/1976 12:00:00 AM,Partial High School,Skilled Manual,M,S,1,1,0,0,60793,1,52.1
Offenbach,Saarland,Germany,8/21/1984 12:00:00 AM,Partial High School,Manual,M,S,0,1,0,0,30763,0,59.24
Burbank,California,United States,8/13/1986 12:00:00 AM,Graduate Degree,Professional,F,M,1,0,0,2,135185,0,52.68
Glendale,California,United States,9/23/1976 12:00:00 AM,Partial High School,Skilled Manual,M,S,1,1,0,0,57677,0,59.09
Lille,Nord,France,9/18/1976 12:00:00 AM,Bachelors,Clerical,M,M,1,1,1,2,78065,1,59.07
Burlingame,California,United States,11/1/1983 12:00:00 AM,Bachelors,Clerical,M,M,1,2,1,2,82159,1,55.33
Geelong,Victoria,Australia,12/14/1984 12:00:00 AM,Bachelors,Management,M,M,1,3,1,2,104925,1,60.88
Darmstadt,Hessen,Germany,7/19/1985 12:00:00 AM,Partial College,Skilled Manual,F,S,0,2,0,0,53762,1,50.67
Darlinghurst,New South Wales,Australia,4/15/1996 12:00:00 AM,Bachelors,Clerical,F,M,0,0,0,0,85651,0,50.85
Dresden,Hessen,Germany,3/24/1988 12:00:00 AM,Partial College,Clerical,F,M,1,1,1,1,78680,1,50.72
Esher-Molesey,England,United Kingdom,5/13/1981 12:00:00 AM,Graduate Degree,Professional,M,M,1,2,0,2,138681,1,53.75
London,England,United Kingdom,1/11/1985 12:00:00 AM,High School,Clerical,M,S,0,0,0,0,86677,1,53.75
London,England,United Kingdom,6/27/1979 12:00:00 AM,Partial College,Clerical,F,S,1,0,0,0,84713,1,50.43
Woodland Hills,California,United States,9/22/1968 12:00:00 AM,Partial College,Management,F,S,1,3,0,0,102387,1,51.8
East Brisbane,Queensland,Australia,6/13/1990 12:00:00 AM,Partial High School,Manual,M,S,0,0,0,0,26017,0,47.35
Duesseldorf,Hessen,Germany,10/12/1984 12:00:00 AM,Partial College,Clerical,M,S,0,2,0,0,78140,1,56.06
Hamburg,Hamburg,Germany,11/16/1974 12:00:00 AM,Partial College,Skilled Manual,F,M,1,2,0,2,57071,0,49.02
Vancouver,British Columbia,Canada,4/11/1973 12:00:00 AM,Graduate Degree,Manual,F,M,1,1,0,1,36338,0,47
Rhodes,New South Wales,Australia,8/5/1985 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,2,0,1,55936,0,48.44
Renton,Washington,United States,7/3/1985 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,2,0,0,59776,0,49.16
Milwaukie,Oregon,United States,11/5/1965 12:00:00 AM,Partial High School,Skilled Manual,F,S,1,1,0,1,53200,0,50.59
East Brisbane,Queensland,Australia,10/28/1982 12:00:00 AM,Partial College,Manual,M,M,1,0,2,2,33934,1,50.69
Duesseldorf,Hessen,Germany,9/15/1989 12:00:00 AM,Graduate Degree,Skilled Manual,M,S,0,0,0,0,58601,0,49.56
Orleans,Loiret,France,3/20/1987 12:00:00 AM,High School,Clerical,F,S,0,3,0,0,78945,0,51.41
Villeneuve-d'Ascq,Nord,France,6/27/1996 12:00:00 AM,High School,Manual,F,S,0,0,0,0,32044,0,48.07
Runcorn,England,United Kingdom,9/10/1933 12:00:00 AM,Partial College,Management,F,S,1,2,1,1,112047,1,53.7
Münster,Saarland,Germany,5/9/1992 12:00:00 AM,High School,Clerical,M,M,1,0,0,1,79952,1,49.27
Hof,Bayern,Germany,9/12/1975 12:00:00 AM,Partial College,Manual,M,M,1,1,0,2,35702,1,52.27
Stuttgart,Saarland,Germany,9/22/1968 12:00:00 AM,Partial College,Skilled Manual,F,M,1,0,1,2,57286,1,48.22
Concord,California,United States,3/18/1989 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,0,0,0,1,57036,1,49.26
Daly City,California,United States,8/20/1968 12:00:00 AM,Bachelors,Clerical,F,M,1,2,1,1,82552,1,52.33
Coronado,California,United States,11/13/1965 12:00:00 AM,Bachelors,Professional,M,M,1,1,1,2,130517,1,55.81
London,England,United Kingdom,2/19/1964 12:00:00 AM,Bachelors,Manual,M,S,1,0,0,1,32990,1,48.65
Bellingham,Washington,United States,3/3/1994 12:00:00 AM,High School,Manual,F,M,0,1,0,0,35976,0,46.76
Goulburn,New South Wales,Australia,3/9/1987 12:00:00 AM,Graduate Degree,Clerical,F,S,0,0,0,0,80570,1,52.34
Santa Monica,California,United States,11/28/1975 12:00:00 AM,High School,Skilled Manual,F,M,1,1,0,2,58899,1,48.79
Grevenbroich,Bayern,Germany,7/17/1993 12:00:00 AM,Partial High School,Skilled Manual,F,S,0,0,0,0,61956,0,52.08
Everett,Washington,United States,6/20/1976 12:00:00 AM,High School,Manual,M,M,1,1,0,2,27870,0,46.65
Goulburn,New South Wales,Australia,1/26/1987 12:00:00 AM,Bachelors,Skilled Manual,M,S,0,2,0,0,51704,1,52.13
London,England,United Kingdom,4/10/1997 12:00:00 AM,Partial College,Management,F,S,0,0,0,0,105891,0,54.67
Hobart,Tasmania,Australia,7/6/1981 12:00:00 AM,Partial College,Clerical,F,M,1,3,0,2,82216,1,49.39
Seattle,Washington,United States,11/18/1985 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,1,0,0,58372,0,48.93
Shawnee,British Columbia,Canada,9/6/1956 12:00:00 AM,Partial College,Skilled Manual,F,M,1,1,1,2,56626,1,52.89
Grossmont,California,United States,9/20/1983 12:00:00 AM,Partial College,Skilled Manual,M,M,1,2,0,1,53367,0,55.4
Redwood City,California,United States,11/4/1997 12:00:00 AM,Partial High School,Manual,M,S,0,0,0,0,28750,0,45.95
N. Vancouver,British Columbia,Canada,12/27/1963 12:00:00 AM,Graduate Degree,Skilled Manual,F,M,1,2,0,2,59994,0,49.44
Berlin,Hessen,Germany,9/8/1965 12:00:00 AM,High School,Skilled Manual,M,M,1,2,1,2,54516,1,51.71
Bellingham,Washington,United States,11/24/1997 12:00:00 AM,Partial High School,Skilled Manual,M,S,0,1,0,0,53750,1,51.76
Burien,Washington,United States,3/19/1989 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,0,0,0,57716,1,52.75
Colma,California,United States,4/11/1994 12:00:00 AM,High School,Manual,M,M,0,0,0,0,28383,0,46.04
Frankfurt am Main,Saarland,Germany,5/6/1993 12:00:00 AM,Partial High School,Manual,M,S,0,0,0,0,36569,0,51.24
Bellflower,California,United States,3/3/1976 12:00:00 AM,Partial College,Management,M,M,1,3,2,2,109581,1,54.34
Novato,California,United States,3/11/1969 12:00:00 AM,Partial College,Clerical,F,S,1,0,0,0,76776,1,50.13
Woodland Hills,California,United States,4/8/1978 12:00:00 AM,Graduate Degree,Professional,F,S,1,2,0,0,137727,1,54.32
Novato,California,United States,7/26/1976 12:00:00 AM,Partial College,Skilled Manual,F,M,1,2,1,2,55340,1,51.74
San Carlos,California,United States,7/18/1994 12:00:00 AM,Partial College,Manual,F,S,0,1,0,0,27779,0,49.83
Burbank,California,United States,8/20/1969 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,0,0,2,56833,1,51.51
Verrieres Le Buisson,Essonne,France,4/11/1979 12:00:00 AM,High School,Manual,F,S,0,0,0,0,33026,1,49.25
Coronado,California,United States,1/7/1992 12:00:00 AM,Partial College,Clerical,F,M,1,1,0,1,78520,0,50.52
Novato,California,United States,11/4/1952 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,1,1,0,3,54573,1,47.49
Downey,California,United States,9/13/1979 12:00:00 AM,Graduate Degree,Professional,M,M,1,1,1,2,128329,1,61.65
Cheltenham,England,United Kingdom,4/20/1974 12:00:00 AM,High School,Skilled Manual,F,M,1,0,1,2,57689,1,52.41
Grossmont,California,United States,5/27/1997 12:00:00 AM,Partial College,Manual,F,M,0,1,0,0,36575,1,46.85
Berlin,Saarland,Germany,10/5/1968 12:00:00 AM,Partial High School,Manual,F,S,1,0,0,0,32896,0,49.24
Essen,Hamburg,Germany,9/7/1978 12:00:00 AM,Bachelors,Clerical,M,M,1,0,0,1,81432,1,51.21
Issaquah,Washington,United States,8/1/1974 12:00:00 AM,Partial High School,Manual,M,M,1,1,1,2,34554,0,52.58
Paris,Seine (Paris),France,5/17/1964 12:00:00 AM,High School,Skilled Manual,M,S,1,1,1,1,54375,1,50.17
Spring Valley,California,United States,3/16/1978 12:00:00 AM,Bachelors,Management,M,M,1,2,2,2,111563,1,57.54
West Covina,California,United States,8/2/1967 12:00:00 AM,Partial College,Clerical,M,M,1,1,1,2,85889,1,52.65
Concord,California,United States,7/13/1981 12:00:00 AM,High School,Skilled Manual,F,S,0,0,0,0,62077,1,50.78
Newport Beach,California,United States,3/7/1982 12:00:00 AM,High School,Clerical,M,M,1,2,1,1,78344,1,59.05
Werne,Nordrhein-Westfalen,Germany,8/19/1974 12:00:00 AM,Partial College,Skilled Manual,M,M,1,0,1,2,52349,1,57.08
Hamburg,Hamburg,Germany,11/2/1991 12:00:00 AM,Partial High School,Skilled Manual,F,S,0,1,0,0,61820,0,50.47
Burbank,California,United States,2/21/1979 12:00:00 AM,Graduate Degree,Professional,M,M,1,3,1,2,128425,1,62.7
Les Ulis,Essonne,France,2/14/1982 12:00:00 AM,Bachelors,Clerical,F,M,1,2,2,2,84402,1,53.02
North Sydney,New South Wales,Australia,4/2/1984 12:00:00 AM,Bachelors,Management,M,S,1,1,0,0,108902,0,58.43
Bellflower,California,United States,10/16/1987 12:00:00 AM,Bachelors,Skilled Manual,M,S,0,2,0,0,62372,1,48.62
Torrance,California,United States,12/17/1990 12:00:00 AM,Graduate Degree,Professional,M,M,1,3,0,0,133099,1,52.28
Port Orchard,Washington,United States,2/26/1996 12:00:00 AM,High School,Clerical,F,S,0,0,0,0,85962,1,54.34
Lincoln Acres,California,United States,2/25/1968 12:00:00 AM,Bachelors,Professional,M,M,1,2,0,2,129522,0,55.38
Chula Vista,California,United States,6/10/1971 12:00:00 AM,Partial College,Manual,F,M,1,1,1,1,34135,1,47.29
Drancy,Seine Saint Denis,France,5/21/1985 12:00:00 AM,High School,Skilled Manual,M,M,1,0,0,1,59521,0,55.15
Villeneuve-d'Ascq,Nord,France,5/8/1978 12:00:00 AM,Graduate Degree,Manual,F,M,1,1,1,2,34487,1,48.22
Morangis,Essonne,France,5/27/2000 12:00:00 AM,Partial High School,Skilled Manual,M,S,0,1,0,0,54306,1,50.16
Glendale,California,United States,10/26/1973 12:00:00 AM,Graduate Degree,Clerical,F,S,1,2,0,0,79606,0,53.6
Chula Vista,California,United States,7/26/1986 12:00:00 AM,Graduate Degree,Clerical,M,S,0,1,0,0,77126,1,56.14
Oxford,England,United Kingdom,2/19/1980 12:00:00 AM,Partial College,Skilled Manual,M,S,0,1,0,0,59362,1,51.25
London,England,United Kingdom,11/11/1992 12:00:00 AM,Partial High School,Manual,F,S,0,1,0,0,34019,0,47.17
Peterborough,England,United Kingdom,1/18/1989 12:00:00 AM,Graduate Degree,Professional,F,S,1,2,0,0,129567,1,56.05
Orleans,Loiret,France,5/10/1985 12:00:00 AM,Partial College,Skilled Manual,M,S,0,2,0,0,60667,1,54.42
Reading,England,United Kingdom,4/11/1953 12:00:00 AM,Graduate Degree,Professional,F,M,1,2,0,2,138022,0,52.27
North Sydney,New South Wales,Australia,2/14/1997 12:00:00 AM,Partial College,Skilled Manual,F,S,0,1,0,0,53629,0,50.52
Port Macquarie,New South Wales,Australia,8/27/1979 12:00:00 AM,Graduate Degree,Management,M,S,1,0,0,0,107890,1,60.61
